Release_ID,Market,Release Date,Opening,Gross
gr3776270853,Greece,"Aug 21, 2014","$182,550","$435,646"
gr3776270853,Hungary,"Aug 26, 2014","$235,907","$593,498"
gr3776270853,Iceland,"Aug 15, 2014","$34,243","$98,699"
gr3776270853,Italy,"Sep 4, 2014","$1,982,303","$3,936,843"
gr3776270853,Lebanon,"Aug 7, 2014","$115,482","$330,796"
gr3776270853,Netherlands,"Aug 14, 2014","$626,412","$1,888,338"
gr3776270853,Nigeria,"Aug 15, 2014","$28,404","$28,404"
gr3776270853,Norway,"Aug 22, 2014","$393,878","$831,999"
gr3776270853,Poland,"Aug 14, 2014","$273,038","$801,556"
gr3776270853,Portugal,"Aug 14, 2014","$317,675","$914,057"
gr3776270853,Serbia and Montenegro,"Aug 14, 2014","$11,841","$50,071"
gr3776270853,Slovakia,"Aug 14, 2014","$83,338","$187,373"
gr3776270853,Slovenia,"Aug 28, 2014","$10,200","$43,370"
gr3776270853,South Africa,"Aug 14, 2014","$151,045","$420,030"
gr3776270853,Spain,"Aug 14, 2014","$1,284,486","$4,145,916"
gr3776270853,Sweden,"Aug 15, 2014","$205,044","$621,774"
gr3776270853,Turkey,"Aug 15, 2014","$765,223","$3,112,485"
gr3776270853,Ukraine,"Aug 14, 2014","$146,211","$315,140"
gr3776270853,United Arab Emirates,"Aug 14, 2014","$1,094,275","$2,219,393"
gr3776270853,United Kingdom,"Aug 14, 2014","$2,820,995","$6,473,058"
gr3776270853,Domestic,"Aug 15, 2014","$15,879,645","$39,322,544"
gr2863354373,China,"Jan 4, 2019","$1,676,119","$2,500,000"
gr2863354373,Australia,"Nov 29, 2018","$2,182,515","$6,300,000"
gr2863354373,Hong Kong,"Jan 10, 2019",–,"$289,000"
gr2863354373,India,"Nov 30, 2018",–,"$478,000"
gr2863354373,Indonesia,"Nov 28, 2018",–,"$364,000"
gr2863354373,Japan,"Jan 11, 2019",–,"$3,000,000"
gr2863354373,New Zealand,"Nov 29, 2018","$158,494","$445,716"
gr2863354373,Russia/CIS,"Jan 10, 2019","$1,110,765","$2,000,000"
gr2863354373,South Korea,"Feb 21, 2019","$58,922","$109,000"
gr2863354373,Taiwan,"Nov 30, 2018",–,"$372,000"
gr2863354373,Argentina,"Jan 17, 2019","$304,677","$1,000,000"
gr2863354373,Bolivia,"Jan 10, 2019","$55,622","$184,088"
gr2863354373,Brazil,"Jan 24, 2019","$1,041,050","$2,800,000"
gr2863354373,Colombia,"Jan 24, 2019","$150,755","$304,000"
gr2863354373,Mexico,"Jan 1, 2019","$1,775,295","$6,300,000"
gr2863354373,Paraguay,"Jan 10, 2019","$14,492","$34,958"
gr2863354373,Uruguay,"Jan 17, 2019","$14,709","$41,019"
gr2863354373,Bulgaria,"Nov 23, 2018",–,"$218,093"
gr2863354373,Croatia,"Dec 6, 2018","$57,825","$165,084"
gr2863354373,Czech Republic,"Nov 22, 2018","$115,491","$297,280"
gr2863354373,France,"Jan 9, 2019","$5,903,299","$14,900,000"
gr2863354373,Germany,"Jan 24, 2019","$2,072,896","$6,200,000"
gr2863354373,Greece,"Nov 29, 2018","$236,666","$787,732"
gr2863354373,Hungary,"Jan 3, 2019","$148,842","$433,174"
gr2863354373,Iceland,"Nov 30, 2018","$14,419","$80,786"
gr2863354373,Italy,"Jan 24, 2019","$4,211,550","$8,300,000"
gr2863354373,Lithuania,"Mar 29, 2019","$2,913","$5,518"
gr2863354373,Netherlands,"Jan 10, 2019","$782,661","$2,500,000"
gr2863354373,Norway,"Dec 7, 2018","$160,724","$506,054"
gr2863354373,Poland,"Nov 23, 2018","$190,730","$403,197"
gr2863354373,Portugal,"Dec 27, 2018",–,"$1,143,332"
gr2863354373,Romania,"Nov 23, 2018","$213,295","$666,957"
gr2863354373,Russia,"Jan 10, 2019",–,"$2,000,000"
gr2863354373,Serbia and Montenegro,"Nov 29, 2018",–,"$76,298"
gr2863354373,Slovakia,"Nov 22, 2018","$101,552","$260,819"
gr2863354373,Slovenia,"Mar 14, 2019","$8,306","$20,162"
gr2863354373,South Africa,"Nov 30, 2018","$96,840","$546,835"
gr2863354373,Spain,"Jan 25, 2019","$2,137,444","$5,700,000"
gr2863354373,Switzerland,"Jan 9, 2019",–,"$1,900,000"
gr2863354373,Turkey,"Jan 11, 2019","$125,496","$294,000"
gr2863354373,Ukraine,"Jan 24, 2019","$167,905","$345,819"
gr2863354373,United Arab Emirates,"Nov 29, 2018","$906,168","$1,936,436"
gr2863354373,United Kingdom,"Nov 30, 2018","$3,814,241","$12,800,000"
gr2863354373,Domestic,"Nov 21, 2018","$35,574,710","$115,715,889"
gr1674924549,Domestic,"Oct 14, 1994","$9,311,882","$107,928,762"
gr1624592901,Czech Republic,"May 8, 2014",–,"$107,187"
gr1641370117,Spain,"Jul 7, 2017","$44,286","$91,374"
gr1725256197,Mexico,"Aug 2, 2019","$51,765","$51,765"
gr3480637957,Australia,"Jul 30, 2009","$2,632,233","$7,484,127"
gr3480637957,Hong Kong,"Jul 23, 2009","$468,018","$947,527"
gr3480637957,India,"Aug 7, 2009","$189,393","$189,393"
gr3480637957,Indonesia,"Jul 22, 2009","$233,010","$735,019"
gr3480637957,Japan,"Dec 12, 2009","$1,701,667","$7,842,138"
gr3480637957,Malaysia,"Jul 9, 2009","$136,070","$374,338"
gr3480637957,New Zealand,"Jul 30, 2009","$252,784","$821,444"
gr3480637957,Philippines,"Jul 22, 2009","$122,933","$276,292"
gr3480637957,Russia/CIS,"Jul 23, 2009","$2,393,713","$5,670,599"
gr3480637957,Singapore,"Jul 23, 2009","$248,707","$561,046"
gr3480637957,South Korea,"Aug 12, 2009","$1,240,781","$2,752,181"
gr3480637957,Taiwan,"Jul 25, 2009","$172,206","$576,659"
gr3480637957,Thailand,"Jul 23, 2009","$160,608","$334,018"
gr3480637957,Argentina,"Jul 30, 2009","$335,405","$1,018,037"
gr3480637957,Bolivia,"Oct 8, 2009","$7,975","$20,406"
gr3480637957,Brazil,"Jul 24, 2009","$817,137","$2,694,614"
gr3480637957,Central America,"Aug 14, 2009",–,"$83,141"
gr3480637957,Chile,"Jul 30, 2009","$150,104","$497,563"
gr3480637957,Colombia,"Aug 21, 2009","$117,114","$506,386"
gr3480637957,Ecuador,"Aug 21, 2009","$21,048","$77,495"
gr3480637957,Mexico,"Jul 3, 2009","$1,144,290","$5,318,012"
gr3480637957,Peru,"Aug 13, 2009","$100,676","$305,939"
gr3480637957,Uruguay,"Aug 21, 2009","$12,325","$42,830"
gr3480637957,Venezuela,"Aug 21, 2009","$232,178","$875,234"
gr3480637957,Austria,"Aug 7, 2009","$317,615","$1,185,005"
gr3480637957,Belgium,"Jul 22, 2009","$511,910","$2,480,650"
gr3480637957,Bulgaria,"Jul 10, 2009","$77,455","$219,550"
gr3480637957,Croatia,"Aug 13, 2009","$43,359","$158,667"
gr3480637957,Czech Republic,"Jul 9, 2009","$92,040","$422,157"
gr3480637957,Denmark,"Jul 3, 2009",–,"$1,006,906"
gr3480637957,East Africa,"Aug 14, 2009","$9,948","$52,493"
gr3480637957,Egypt,"Jul 29, 2009","$54,284","$133,686"
gr3480637957,Estonia,"Jul 10, 2009","$16,203","$68,221"
gr3480637957,Finland,"Aug 14, 2009","$241,194","$1,103,222"
gr3480637957,France,"Jun 24, 2009",–,"$12,925,216"
gr3480637957,Germany,"Aug 6, 2009","$2,213,111","$6,906,249"
gr3480637957,Greece,"Jul 2, 2009","$514,710","$1,627,124"
gr3480637957,Hungary,"Jul 16, 2009","$95,811","$314,754"
gr3480637957,Iceland,"Aug 5, 2009","$35,210","$141,273"
gr3480637957,Israel,"Jul 9, 2009","$93,264","$393,145"
gr3480637957,Italy,"Nov 6, 2009","$2,977,101","$8,491,750"
gr3480637957,Latvia,"Jul 10, 2009","$23,679","$123,883"
gr3480637957,Lebanon,"Jul 30, 2009","$50,042","$133,167"
gr3480637957,Lithuania,"Jul 10, 2009","$23,079","$89,847"
gr3480637957,Netherlands,"Jul 30, 2009","$624,807","$2,459,994"
gr3480637957,Nigeria,"Sep 18, 2009","$7,594","$20,383"
gr3480637957,Norway,"Jul 24, 2009","$325,338","$2,099,594"
gr3480637957,Poland,"Jul 17, 2009","$412,310","$1,574,140"
gr3480637957,Portugal,"Aug 6, 2009","$338,678","$1,315,128"
gr3480637957,Romania,"Aug 14, 2009",–,"$284,541"
gr3480637957,Serbia and Montenegro,"Jul 2, 2009",–,"$81,270"
gr3480637957,Slovenia,"Sep 10, 2009","$23,475","$119,850"
gr3480637957,South Africa,"Sep 4, 2009","$98,218","$459,963"
gr3480637957,Spain,"Aug 14, 2009","$2,489,912","$10,686,582"
gr3480637957,Sweden,"Jul 24, 2009","$458,211","$2,489,353"
gr3480637957,Switzerland,"Jul 8, 2009",–,"$1,108,599"
gr3480637957,Turkey,"Jul 10, 2009","$214,994","$812,371"
gr3480637957,Ukraine,"Jul 23, 2009","$306,427","$689,362"
gr3480637957,United Arab Emirates,"Jul 23, 2009","$339,649","$601,395"
gr3480637957,United Kingdom,"Jul 3, 2009","$3,638,383","$11,334,699"
gr3480637957,Domestic,"Jul 1, 2009","$25,271,675","$97,104,620"
gr3542503941,China,"Oct 19, 2018","$3,898,210","$10,808,893"
gr3542503941,Australia,"Sep 20, 2018","$716,605","$9,212,080"
gr3542503941,Hong Kong,"Sep 25, 2018",–,"$399,000"
gr3542503941,Indonesia,"Oct 5, 2018",–,"$771,000"
gr3542503941,Japan,"Oct 12, 2018",–,"$96,000"
gr3542503941,New Zealand,"Sep 27, 2018",–,"$1,803,837"
gr3542503941,Russia/CIS,"Oct 20, 2018","$1,002,619","$9,608,367"
gr3542503941,Taiwan,"Sep 28, 2018",–,"$677,000"
gr3542503941,Argentina,"Sep 27, 2018","$374,542","$1,327,540"
gr3542503941,Bolivia,"Sep 27, 2018","$87,806","$504,175"
gr3542503941,Brazil,"Sep 27, 2018","$1,259,347","$5,444,559"
gr3542503941,Colombia,"Oct 4, 2018","$743,075","$3,262,713"
gr3542503941,Mexico,"Sep 28, 2018","$3,473,072","$8,638,910"
gr3542503941,Paraguay,"Sep 27, 2018","$26,222","$79,435"
gr3542503941,Uruguay,"Sep 27, 2018","$32,469","$131,620"
gr3542503941,Bulgaria,"Sep 28, 2018","$97,126","$387,389"
gr3542503941,Croatia,"Sep 27, 2018","$82,615","$348,985"
gr3542503941,Czech Republic,"Sep 27, 2018","$212,723","$882,153"
gr3542503941,France,"Oct 17, 2018","$1,787,192","$14,644,717"
gr3542503941,Germany,"Oct 11, 2018","$634,255","$3,579,680"
gr3542503941,Greece,"Sep 20, 2018","$43,571","$712,113"
gr3542503941,Hungary,"Sep 27, 2018","$161,555","$890,629"
gr3542503941,Iceland,"Sep 28, 2018","$50,194","$180,284"
gr3542503941,Italy,"Oct 4, 2018","$965,339","$1,790,038"
gr3542503941,Lithuania,"Oct 19, 2018","$82,073","$335,211"
gr3542503941,Netherlands,"Oct 10, 2018","$212,380","$4,914,125"
gr3542503941,Norway,"Oct 5, 2018","$276,031","$1,229,421"
gr3542503941,Poland,"Sep 28, 2018","$724,994","$2,270,714"
gr3542503941,Portugal,"Oct 4, 2018","$185,762","$764,000"
gr3542503941,Romania,"Oct 26, 2018","$206,483","$644,781"
gr3542503941,Serbia and Montenegro,"Sep 27, 2018",–,"$37,898"
gr3542503941,Slovakia,"Sep 20, 2018","$32,195","$572,181"
gr3542503941,Slovenia,"Oct 11, 2018","$7,267","$27,397"
gr3542503941,South Africa,"Sep 28, 2018","$175,687","$1,081,544"
gr3542503941,Spain,"Oct 11, 2018","$1,516,203","$5,375,276"
gr3542503941,Switzerland,"Oct 11, 2018",–,"$468,000"
gr3542503941,Turkey,"Sep 28, 2018","$131,891","$548,280"
gr3542503941,Ukraine,"Sep 27, 2018","$275,483","$735,162"
gr3542503941,United Arab Emirates,"Sep 27, 2018","$377,526","$1,314,631"
gr3542503941,United Kingdom,"Oct 12, 2018","$3,057,339","$14,288,301"
gr3542503941,Domestic,"Sep 28, 2018","$23,045,635","$83,240,103"
gr660492805,China,"Nov 21, 2002",–,"$1,936,305"
gr660492805,Australia,"Sep 26, 2002",–,"$7,071,859"
gr660492805,Hong Kong,"Sep 19, 2002",–,"$683,728"
gr660492805,India,"Oct 4, 2002",–,"$225,680"
gr660492805,Indonesia,"Sep 25, 2002",–,"$294,823"
gr660492805,Japan,"Jan 25, 2003","$2,570,771","$13,187,671"
gr660492805,Malaysia,"Sep 19, 2002",–,"$267,980"
gr660492805,New Zealand,"Sep 12, 2002",–,"$694,660"
gr660492805,Philippines,"Sep 4, 2002",–,"$719,407"
gr660492805,Russia/CIS,"Oct 10, 2002",–,"$1,116,872"
gr660492805,Singapore,"Sep 12, 2002",–,"$596,874"
gr660492805,South Korea,"Oct 18, 2002",–,"$3,125,368"
gr660492805,Taiwan,"Aug 24, 2002","$422,906","$2,235,349"
gr660492805,Thailand,"Oct 4, 2002",–,"$486,260"
gr660492805,Argentina,"Oct 3, 2002",–,"$208,363"
gr660492805,Brazil,"Oct 18, 2002",–,"$889,195"
gr660492805,Central America+,"Oct 4, 2002",–,"$270,000"
gr660492805,Chile,"Oct 3, 2002",–,"$114,541"
gr660492805,Colombia,"Oct 4, 2002",–,"$394,054"
gr660492805,Mexico,"Oct 18, 2002",–,"$3,788,587"
gr660492805,Peru,"Oct 10, 2002",–,"$291,209"
gr660492805,Venezuela,"Sep 25, 2002",–,"$309,509"
gr660492805,Austria,"Sep 27, 2002",–,"$1,115,775"
gr660492805,Belgium,"Sep 25, 2002",–,"$1,890,522"
gr660492805,Bulgaria,"Oct 25, 2002","$20,744","$67,273"
gr660492805,Croatia,"Nov 7, 2002",–,"$63,705"
gr660492805,Cyprus,"Oct 4, 2002",–,"$51,810"
gr660492805,Czech Republic,"Oct 17, 2002",–,"$125,013"
gr660492805,Czech Republic/Slovakia,"Oct 17, 2002",–,"$205,354"
gr660492805,Denmark,"Sep 13, 2002",–,"$827,614"
gr660492805,Egypt,"Sep 25, 2002",–,"$78,618"
gr660492805,Finland,"Oct 11, 2002",–,"$538,941"
gr660492805,France,"Sep 25, 2002",–,"$3,794,071"
gr660492805,Germany,"Sep 26, 2002",–,"$9,381,868"
gr660492805,Greece,"Nov 22, 2002","$236,250","$845,900"
gr660492805,Hungary,"Oct 17, 2002",–,"$285,575"
gr660492805,Iceland,"Sep 20, 2002",–,"$115,804"
gr660492805,Israel,"Oct 17, 2002",–,"$795,213"
gr660492805,Italy,"Nov 15, 2002",–,"$4,391,773"
gr660492805,Kenya,"Oct 11, 2002",–,"$42,578"
gr660492805,Lebanon,"Sep 12, 2002",–,"$79,232"
gr660492805,Middle East Other,"Aug 28, 2002",–,"$380,632"
gr660492805,Netherlands,"Oct 17, 2002",–,"$1,994,577"
gr660492805,Norway,"Sep 13, 2002","$207,224","$1,400,098"
gr660492805,Poland,"Sep 27, 2002","$118,364","$653,233"
gr660492805,Portugal,"Oct 11, 2002",–,"$681,722"
gr660492805,Romania,"Nov 22, 2002",–,"$58,745"
gr660492805,Slovenia,"Oct 10, 2002",–,"$89,080"
gr660492805,South Africa,"Oct 25, 2002",–,"$1,126,898"
gr660492805,Spain,"Nov 8, 2002",–,"$6,228,517"
gr660492805,Sweden,"Oct 18, 2002",–,"$1,263,772"
gr660492805,Switzerland,"Sep 25, 2002",–,"$1,471,067"
gr660492805,Turkey,"Sep 20, 2002","$79,533","$389,757"
gr660492805,United Kingdom,"Sep 6, 2002","$3,355,455","$12,357,295"
gr660492805,Domestic,"Jun 14, 2002","$27,118,640","$121,661,683"
gr4190392837,Domestic,"Dec 9, 1994","$10,068,126","$83,015,089"
gr2950582789,Australia,"Feb 10, 2005",–,"$6,793,652"
gr2950582789,Hong Kong,"Feb 17, 2005",–,"$929,838"
gr2950582789,Japan,"Mar 26, 2005","$1,545,371","$7,762,147"
gr2950582789,New Zealand,"Feb 10, 2005","$221,213","$1,070,554"
gr2950582789,Russia/CIS,"Feb 3, 2005","$1,102,307","$2,025,478"
gr2950582789,Singapore,"Jan 13, 2005",–,"$414,770"
gr2950582789,South Korea,"Feb 18, 2005","$1,270,702","$4,390,755"
gr2950582789,Taiwan,"Feb 8, 2005","$197,985","$1,039,014"
gr2950582789,Thailand,"Jan 13, 2005","$149,500","$274,100"
gr2950582789,Argentina,"Feb 24, 2005","$221,425","$765,461"
gr2950582789,Bolivia,"Feb 10, 2005",–,"$34,497"
gr2950582789,Brazil,"Feb 11, 2005",–,"$2,500,000"
gr2950582789,Central America+,"Feb 18, 2005",–,"$21,903"
gr2950582789,Chile,"Feb 17, 2005",–,"$369,426"
gr2950582789,Mexico,"Jan 28, 2005",–,"$4,449,617"
gr2950582789,Peru,"Feb 10, 2005",–,"$214,081"
gr2950582789,Uruguay,"Jan 21, 2005",–,"$90,521"
gr2950582789,Venezuela,"Feb 18, 2005",–,"$85,076"
gr2950582789,Austria,"Jan 20, 2005",–,"$1,392,669"
gr2950582789,Belgium,"Jan 26, 2005",–,"$2,218,426"
gr2950582789,Bulgaria,"Feb 11, 2005","$30,229","$95,625"
gr2950582789,Czech Republic,"Feb 10, 2005","$86,619","$444,855"
gr2950582789,Denmark,"Jan 28, 2005",–,"$1,152,679"
gr2950582789,Egypt,"Feb 23, 2005",–,"$23,400"
gr2950582789,Finland,"Jan 28, 2005",–,"$837,899"
gr2950582789,France,"Jan 26, 2005",–,"$11,767,192"
gr2950582789,Germany,"Jan 20, 2005","$2,034,389","$10,160,589"
gr2950582789,Greece,,"$237,600","$1,052,100"
gr2950582789,Hungary,"Feb 24, 2005","$52,408","$149,394"
gr2950582789,Iceland,"Jan 28, 2005",–,"$145,129"
gr2950582789,Italy,"Jan 28, 2005","$2,759,240","$7,157,934"
gr2950582789,Lebanon,"Jan 20, 2005",–,"$119,035"
gr2950582789,Netherlands,"Jan 20, 2005",–,"$1,699,564"
gr2950582789,Norway,"Feb 4, 2005","$255,630","$1,122,276"
gr2950582789,Poland,"Feb 18, 2005","$262,439","$985,654"
gr2950582789,Portugal,"Feb 3, 2005",–,"$1,043,752"
gr2950582789,Romania,,–,"$74,990"
gr2950582789,Serbia and Montenegro,,–,"$26,486"
gr2950582789,Slovakia,"Feb 10, 2005","$11,653","$62,871"
gr2950582789,South Africa,"Jan 28, 2005",–,"$700,000"
gr2950582789,Spain,"Jan 14, 2005","$2,213,800","$8,318,270"
gr2950582789,Sweden,"Jan 21, 2005",–,"$761,470"
gr2950582789,Switzerland,"Jan 20, 2005",–,"$2,216,419"
gr2950582789,Turkey,"Feb 18, 2005","$362,428","$1,100,000"
gr2950582789,United Arab Emirates,"Jan 26, 2005","$138,554","$324,293"
gr2950582789,United Kingdom,"Dec 26, 2004","$45,982","$15,928,212"
gr2950582789,Domestic,"Dec 17, 2004","$858,021","$102,610,330"
gr3580187141,Australia,"Jan 4, 2001",–,"$5,688,526"
gr3580187141,Taiwan,,–,"$1,259,614"
gr3580187141,Austria,"Feb 9, 2001","$101,272","$575,212"
gr3580187141,Czech Republic,"Mar 2, 2001","$27,660","$233,123"
gr3580187141,Denmark,,–,"$558,583"
gr3580187141,Germany,"Jan 11, 2001",–,"$3,855,260"
gr3580187141,Iceland,"Jan 12, 2001",–,"$127,397"
gr3580187141,United Kingdom,"Jan 5, 2001","$1,030,478","$12,775,401"
gr3580187141,Domestic,"Dec 8, 2000","$663,205","$128,078,872"
gr1910329861,Australia,"Jun 1, 1995",–,"$8,867,658"
gr1910329861,Hong Kong,"Sep 28, 1995",–,"$367,443"
gr1910329861,India,"Sep 15, 1995",–,"$309,972"
gr1910329861,Indonesia,"Jul 12, 1995",–,"$699,331"
gr1910329861,Japan,"Oct 14, 1995",–,"$6,094,955"
gr1910329861,Malaysia,"Jun 1, 1995",–,"$502,660"
gr1910329861,New Zealand,"Jun 22, 1995",–,"$1,992,371"
gr1910329861,Philippines,"Jul 19, 1995",–,"$594,035"
gr1910329861,Singapore,"Jun 1, 1995",–,"$690,533"
gr1910329861,South Korea,"Jun 17, 1995",–,"$7,676,368"
gr1910329861,Taiwan,"Jul 8, 1995",–,"$4,027,708"
gr1910329861,Thailand,"Jul 22, 1995",–,"$520,857"
gr1910329861,Argentina,"Aug 24, 1995",–,"$1,721,721"
gr1910329861,Bolivia,"Oct 10, 1995",–,"$127,090"
gr1910329861,Brazil,"Jun 15, 1995",–,"$7,659,481"
gr1910329861,Chile,"Aug 3, 1995",–,"$691,983"
gr1910329861,Colombia,"Aug 10, 1995",–,"$739,738"
gr1910329861,Jamaica,"Sep 6, 1995",–,"$24,762"
gr1910329861,Mexico,"Jun 16, 1995",–,"$2,227,770"
gr1910329861,Paraguay,"Apr 4, 1996",–,"$50,038"
gr1910329861,Peru,"Sep 8, 1995",–,"$199,950"
gr1910329861,Uruguay,"Aug 4, 1995",–,"$87,971"
gr1910329861,Venezuela,"Aug 23, 1995",–,"$277,244"
gr1910329861,Austria,"Oct 6, 1995",–,"$1,562,687"
gr1910329861,Belgium,"Oct 4, 1995",–,"$2,695,947"
gr1910329861,Bulgaria,"Nov 3, 1995",–,"$96,695"
gr1910329861,Croatia,"Oct 19, 1995",–,"$225,722"
gr1910329861,Denmark,"Aug 11, 1995",–,"$1,598,404"
gr1910329861,Egypt,"Nov 10, 1995",–,"$440,651"
gr1910329861,Estonia,"Nov 17, 1995",–,"$64,479"
gr1910329861,Finland,"Sep 1, 1995",–,"$493,704"
gr1910329861,France,"Oct 4, 1995",–,"$8,151,909"
gr1910329861,Germany,"Oct 5, 1995",–,"$16,403,018"
gr1910329861,Greece,"Nov 24, 1995",–,"$1,238,107"
gr1910329861,Hungary,"Oct 26, 1995",–,"$323,056"
gr1910329861,Iceland,"Sep 15, 1995",–,"$181,968"
gr1910329861,Israel,"Jul 28, 1995",–,"$673,069"
gr1910329861,Italy,"Dec 1, 1995",–,"$8,766,371"
gr1910329861,Latvia,"Nov 10, 1995",–,"$35,024"
gr1910329861,Lebanon,"Oct 27, 1995",–,"$494,589"
gr1910329861,Lithuania,"Nov 17, 1995",–,"$11,440"
gr1910329861,Netherlands,"Sep 7, 1995",–,"$1,874,040"
gr1910329861,Norway,"Aug 18, 1995",–,"$970,556"
gr1910329861,Poland,"Sep 8, 1995",–,"$1,213,957"
gr1910329861,Portugal,"Dec 15, 1995",–,"$996,879"
gr1910329861,Romania,"Sep 15, 1995",–,"$158,028"
gr1910329861,Serbia and Montenegro,"Mar 21, 1996",–,"$133,451"
gr1910329861,Slovenia,"Oct 12, 1995",–,"$181,233"
gr1910329861,South Africa,"Aug 4, 1995",–,"$2,062,757"
gr1910329861,Spain,"Oct 11, 1995",–,"$9,845,999"
gr1910329861,Sweden,"Sep 1, 1995",–,"$2,419,389"
gr1910329861,Switzerland,"Oct 13, 1995",–,"$2,742,646"
gr1910329861,Turkey,"Sep 22, 1995",–,"$4,820,238"
gr1910329861,United Kingdom,"Sep 8, 1995",–,"$19,577,844"
gr1910329861,Domestic,"May 24, 1995","$9,938,276","$75,609,945"
gr1370247685,Domestic,,–,–
gr1126388229,Australia,"Jan 8, 2015","$2,931,964","$9,043,323"
gr1126388229,Hong Kong,"Jan 15, 2015","$632,138","$1,170,795"
gr1126388229,Japan,"Mar 14, 2015","$3,552,397","$19,315,123"
gr1126388229,Malaysia,"Jan 15, 2015","$515,045","$1,452,138"
gr1126388229,New Zealand,"Jan 8, 2015","$236,509","$869,903"
gr1126388229,Philippines,"Jan 28, 2015","$789,536","$1,241,127"
gr1126388229,Russia/CIS,"Dec 25, 2014","$657,955","$1,630,547"
gr1126388229,Singapore,"Jan 15, 2015","$404,540","$1,002,578"
gr1126388229,South Korea,"Dec 24, 2014","$805,953","$1,873,265"
gr1126388229,Taiwan,"Feb 18, 2015","$599,331","$1,594,861"
gr1126388229,Thailand,"Jan 15, 2015","$416,858","$888,366"
gr1126388229,Bolivia,"Feb 12, 2015","$37,852","$215,638"
gr1126388229,Brazil,"Jan 29, 2015","$523,792","$1,194,708"
gr1126388229,Chile,"Jan 29, 2015","$77,079","$288,550"
gr1126388229,Colombia,"Feb 12, 2015","$102,832","$434,750"
gr1126388229,Ecuador,"Feb 13, 2015","$152,260","$632,514"
gr1126388229,Mexico,"Feb 6, 2015","$977,787","$4,650,412"
gr1126388229,Peru,"Jan 22, 2015","$105,060","$251,860"
gr1126388229,Uruguay,"Feb 26, 2015","$12,578","$39,448"
gr1126388229,Venezuela,"Feb 20, 2015","$229,735","$995,951"
gr1126388229,Austria,"Feb 19, 2015","$84,744","$292,733"
gr1126388229,Bahrain,"Dec 25, 2014","$76,620","$102,663"
gr1126388229,Belgium,"Jan 21, 2015","$95,124","$314,185"
gr1126388229,Bulgaria,"Dec 26, 2014","$40,461","$139,183"
gr1126388229,Croatia,"Jan 8, 2015","$58,361","$188,990"
gr1126388229,Czech Republic,"Apr 2, 2015","$7,774","$15,170"
gr1126388229,Denmark,"Mar 26, 2015","$34,650","$125,368"
gr1126388229,Egypt,"Jan 14, 2015","$30,739","$43,299"
gr1126388229,Estonia,"Apr 17, 2015","$10,726","$13,884"
gr1126388229,Finland,"Apr 1, 2015","$44,113","$173,928"
gr1126388229,France,"Jan 28, 2015","$733,109","$1,380,895"
gr1126388229,Germany,"Feb 19, 2015","$941,662","$2,174,340"
gr1126388229,Greece,"Jan 1, 2015","$232,987","$557,065"
gr1126388229,Iceland,"Jan 23, 2015",–,"$2,751"
gr1126388229,Israel,"Feb 19, 2015","$36,794","$144,074"
gr1126388229,Italy,"Apr 2, 2015","$957,350","$2,252,117"
gr1126388229,Jordan,"Dec 25, 2014","$18,777","$98,062"
gr1126388229,Kenya,"Jan 2, 2015","$10,898","$12,577"
gr1126388229,Latvia,"Apr 3, 2015","$4,858","$13,246"
gr1126388229,Lebanon,"Dec 25, 2014","$73,010","$244,772"
gr1126388229,Lithuania,"Apr 24, 2015","$7,157","$17,385"
gr1126388229,Netherlands,"Jan 29, 2015","$126,548","$241,649"
gr1126388229,Norway,"Mar 27, 2015","$47,074","$152,490"
gr1126388229,Oman,"Dec 25, 2014","$32,907","$76,499"
gr1126388229,Poland,"Feb 13, 2015","$127,189","$344,728"
gr1126388229,Portugal,"Jan 1, 2015","$129,563","$218,230"
gr1126388229,Qatar,"Dec 25, 2014","$102,227","$141,725"
gr1126388229,Romania,"Jan 2, 2015","$28,080","$82,532"
gr1126388229,Serbia and Montenegro,"Jan 15, 2015","$11,578","$28,632"
gr1126388229,Slovakia,"Apr 2, 2015","$8,601","$18,490"
gr1126388229,Slovenia,"Jan 9, 2015","$10,157","$27,677"
gr1126388229,South Africa,"Jan 2, 2015","$96,085","$394,035"
gr1126388229,Spain,"Jan 23, 2015","$822,274","$2,386,098"
gr1126388229,Sweden,"Apr 1, 2015","$98,362","$272,836"
gr1126388229,Turkey,"Feb 20, 2015","$81,755","$160,095"
gr1126388229,Ukraine,"Dec 25, 2014","$111,807","$216,984"
gr1126388229,United Arab Emirates,"Dec 25, 2014","$474,351","$1,173,183"
gr1126388229,United Kingdom,"Jan 9, 2015","$3,755,549","$14,859,690"
gr1126388229,Domestic,"Dec 25, 2014","$31,051,923","$128,002,372"
gr107565573,Australia,"Dec 26, 2008","$1,784,655","$10,627,387"
gr107565573,Hong Kong,"Dec 25, 2008","$573,262","$1,192,894"
gr107565573,Indonesia,"Dec 31, 2008",–,"$921,206"
gr107565573,Japan,"Mar 20, 2009","$706,724","$2,552,699"
gr107565573,Malaysia,"Jan 1, 2009","$430,560","$1,373,911"
gr107565573,New Zealand,"Dec 25, 2008","$91,626","$851,958"
gr107565573,Philippines,"Jan 8, 2009","$410,682","$947,606"
gr107565573,Russia/CIS,"Jan 1, 2009","$3,170,442","$8,546,565"
gr107565573,Singapore,"Dec 25, 2008","$620,033","$1,419,771"
gr107565573,South Korea,"Jan 22, 2009","$278,180","$949,389"
